substans	conceptid
isocyanatserie	256122005
Isoetarin	66004009
isoetharinhydrochlorid	387369005
isoetharinmesylat	81860007
isoeugenol	256020004
isoflupredon	96332001
isoflupredonacetat	96333006
Isofluran	387368002
Isoflurophat	373521002
Isoform af apolipoprotein E	259604007
Isohexenylglutaconyl-CoA-hydratase	51880001
Isoleucin	14971004
Isoleucin-tRNA-ligase	31034008
Isomaltulosesyntase	36377002
Isomerase	26160000
Isomethepten	387302004
Isometheptenmucat	116516007
isoniazid	387472004
Isopentenyldiphosphat-delta-isomerase	62044000
Isophaninsulin	66384003
isophaninsulin NPH	412221009
isophorondiamin	256124006
isophorondiisocyanat	256125007
Isoprenalinhydrochlorid	29301006
Isoprenalinsulfat	49602000
Isopropamid	20468007
isopropamidiodid	34657002
Isopropanoldehydrogenase (NADP^+^)	90100000
isopropylether	67618005
isopropylglycidylether	9334007
isopropylmyristat	255895009
Isoproterenol	372781009
Isopullulanase	20821006
Isosorbid	386853004
Isosorbiddinitrat	387332007
Isosorbidmononitrat	386854005
Isotop	33638001
Isotretinoin	387208003
Isovaleryl-CoA-dehydrogenase	7716001
Isovalerylglycin	115463003
Isovitexin-beta-glucosyltransferase	43862006
Isoxsuprin	372818004
Isoxsuprinhydrochlorid	3501003
Isradipin	386862002
Itaconyl-CoA-hydratase	87033006
Itraconazol	387532006
ivabradin	421228002
ivabradinhydrochlorid	420906000
Ivermectin	387559003
jalappe	111143009
Jern	3829006
Jern OG/ELLER jernforbindelse	105840005
jerndextran	387118003
Jernforbindelse	71482002
jernisotop	90567005
jernkulhydratkompleks	39294003
Jernmalm	39081006
Jernmiddel	373755001
jernradioisotop	69770009
jernsaltmiddel	373742002
jernsorbitol	395762002
jernsucrose	129497004
jodatsalt	52717004
joderet glycerol	44603007
joderet kontraststof	426722004
joderet olie	89595000
jodformatmiddel	418692007
jodfthalein	74554008
jodipamid	398939009
jodophor	417955006
jordolieprodukt	44446004
juice	129559002
K-Carrageenase	22712007
K-vitamin	65183007
K-vitamin-afhængig prokoagulans	116192002
K>2<-vitamin	22606007
K>3<-vitamin	69169004
K>4<-vitamin	422073002
K>5<-vitamin	126238009
kaffe	29263009
kaffe med mælk	226470006
kaffe med mælk og sukker	226471005
kakaodrik	226026007
kakaosmør	80237000
kalium	88480006
Kalium OG/ELLER kaliumforbindelse	105845000
kalium-p-aminosalicylat	72774000
Kaliumacetat	52394008
kaliumaminobenzoat	395838004
kaliumarsenit	86416000
Kaliumascorbat	395839007
kaliumbenzoat	228089005
Kaliumbesparende diureticum	372753003
kaliumbitartrat	116529007
kaliumbromid	35903003
kaliumcanrenoat	419615001
kaliumchlorat	18569001
kaliumchlorid	8631001
kaliumchromat	69932001
kaliumcitrat	387450001
kaliumcyanat	8578007
kaliumcyanid	84424008
kaliumdichromat	19893005
kaliumdicyanidoaurat i vand	255931001
kaliumdicyanoaurat	290009004
kaliumelektrolyt	304048005
kaliumfjernende resin	372667000
Kaliumforbindelse	19751002
kaliumgluconat	89219006
kaliumguaiacolsulfonat	89401004
kaliumhydrogencarbonat	77849004
kaliumhydroxid	34763001
kaliumhydroxyquinolinsulfat	395949006
kaliumhypochlorit	12490001
kaliumiodat	395840009
kaliumiodid	89351005
kaliumionophor	301091001
kaliumisotop	14146003
kaliumkanalantagonist	415152007
kaliummetabisulfit	6249003
kaliummiddel til topikal anvendelse	418843004
kaliumnitrat	77431009
kaliumperchlorat	29805009
kaliumpermanganat	4681002
kaliumphosphat	80916004
kaliumradioisotop	56167000
Kaliumsalt	55724009
kaliumtartrat	34919004
kaliumthiosulfat	8261004
kaliumtilskud	387421008
kaliumwarfarin	41509001
kallikrein	66587009
kalorieholdigt middel	373530005
Kalvethymus- ribonuklease H	4643007
kamilleekstrakt	256214007
Kanamycin	387396008
Kanamycin-6'-acetyltransferase	58416004
Kanamycinkinase	56877001
Kanamycinsulfat	8689007
kaolin	398836001
kapillæraktivt middel	33435008
kapillærblod	31675002
kappa-L-kæde-immunglobulin	64893005
kappa-letkæde-immunglobulin-gen	10168003
kapsulært polysaccharid-endo-1,3-alpha-galactosidase	62267005
karbeskyttende middel	66817008
karcinoembryonalt antigen	67246004
Kardielt adrenergt blokerende middel	373263004
kardiolipinantistof	45396006
kardiotonisk lægemiddel	69440003
kardiovaskulært middel	373247007
karnosin-N-methyltransferase	12439002
kationbytter-resin	372638001
Kationsurfaktant	373697003
kavaekstrakt	412231002
kelerende middel	372627001
kelerende middel/antidot	373233008
Kemisk grundstof	57795002
kemisk stof specificeret iht. funktion	312414008
kemisk stof specificeret iht. struktur	312415009
kemisk stof til lappeprøve for hårplejemiddel	255767004
kemisk stof til trykning	255692009
Keratansulfat	18128003
Keratansulfat-endo-1,4-beta-galactosidase	80269009
keratolytisk middel	373478008
keratoplastisk middel	7187007
Ketamin	373464007
Ketaminhydrochlorid	31706007
ketazolam	419657007
Ketobemidon	96190002
Ketoconazol	387216007
Ketohexokinase	14458005
ketolid	410909006
Ketolsyrereductoisomerase	85894004
Keton	59431004
Ketonstoffer	76781009
Ketopantoaldolase	80832000
Ketoprofen	386832008
Ketorolac	372501008
Ketorolactromethamin	108513001
Ketose	116260006
Ketosyre	88020002
Ketotetrosephosphataldolase	61730004
Ketotifen	372642003
Ketotifenfumarat	116098000
Khellin	63869009
kighostevaccine	396433007
Kinase	304257007
Kininogen	26591003
Kirurgisk materiale	289964002
kirurgisk vævsadhæsionsmiddel	412213003
klasse I-antiarytmikum	373260001
klasse Ia-antiarytmikum	373269000
klasse Ib-antiarytmikum	373286006
Klasse Ic-antiarytmikum	373290008
klasse II-antiarytmikum	373278006
Klasse III-antiarytmicum	372855004
Klasse IV-antiarytmicum	372693007
klid	391858005
klynge af differentieringsntigen 1-55	259944003
Knogleresorptionshæmmer	373301002
koagulans	373746004
koagulationsfaktor I	23295004
koagulationsfaktor II-variant	35954003
koagulationsfaktor II, Brussels-variant	52978005
koagulationsfaktor II, Cardeza-variant	17798001
koagulationsfaktor II, Clamart-variant	66833006
koagulationsfaktor II, Denver-variant	28521000
Koagulationsfaktor IX	54378000
koagulationsfaktor IX-variant	45807004
koagulationsfaktor IXa	63856005
Koagulationsfaktor V	60208008
koagulationsfaktor Va	90851009
Koagulationsfaktor VII	30804005
koagulationsfaktor VIIa	73801006
Koagulationsfaktor VIII	278910002
koagulationsfaktor VIIIa	65738000
Koagulationsfaktor X	81444003
koagulationsfaktor X-variant	87629003
koagulationsfaktor Xa	5172001
Koagulationsfaktor XI	46572007
koagulationsfaktor XI-variant	116184006
koagulationsfaktor XI-varianttype I	59087000
koagulationsfaktor XI-varianttype II	42710006
koagulationsfaktor XI-varianttype III	14285000
koagulationsfaktor XIa	26518005
Koagulationsfaktor XII	70440005
koagulationsfaktor XIIa	75840004
Koagulationsfaktor XIII	51161000
koagulationsfaktor XIIIa	9532005
koagulationsfaktorinhibitor	1091008
Koagulationsprotein	116181003
koagulationsvej-antistof	259744008
Kobber	66925006
Kobber OG/ELLER kobberforbindelse	105837005
kobber^64^-acetate	78686003
kobber^64^-versenat	88166005
kobberdampe	91255004
kobberdinatriumedetat	96274008
kobberglycinat	96275009
kobberisotop	3342004
kobberradioisotop	111069000
kobberstøv og -forstøvning	37123002
kobbersulfat i vand	255982003
kobbertilskud	373564009
kobberundecylenat	89335002
koffeinberiget kaffe	288456005
koffeincitrat	23068001
kogt vand	255625002
kokosolie	28942008
kokusnøddiethanolamid	255998005
koldcreme	91639001
koleravaccine	396422009
kolesterolacyltransferase	9556009
kolindehydrogenase	3775005
kolinerg receptor-stimulerende middel	421148003
kollagen	61472002
kollagen type I	58520002
kollagen type II	61944000
kollagen type III	57090003
kollagen type IV	89048009
kollagen-ADP	391381000
Kollagenantistof	121153006
kollagenfiber	62183001
kollagenolytisk entomophthoraproteinase	89864000
kollagenolytisk Uca pugilator-proteinase	42172001
kolloidt bismuthsubcitrat	396007005
kolofoni	255840003
kolokvint	34953000
Kolonistimulerende faktor	372559001
kombination af crack og heroin	288464004
kombination af sulfonamid og sulfonamid	387205000
kombinationstestkit	109191002
kombineret kontraceptivum til oral anvendelse	418224009
kompleks af amphotericin B og cholesterylsulfat	427544000
kompleks af amphotericin B og lipid	425953004
komplement	20823009
komplement iC3b-receptor	103201007
Komplementfaktor	116646001
komplementfaktor B	259787006
komplementfaktor Ba	70434003
komplementfaktor Bb	82592003
komplementfaktor D	39053000
komplementfaktor H	32990003
Komplementkomponent	34829007
Komplementkomponent, alternativ vej	15551006
Komplementkomponentfragment	78036008
Komplementreceptor	106196006
Komplementregulator	48217002
Komplementreguleringsfaktor	259788001
Komplementrelateret stof	106192008
Komælk	3718001
kondroitinsulfat	4104007
kongenit dysfibrinogen	20771003
konjugerede galdesyrer	259544005
konjugeret østrogen	126098001
Konserveringsmiddel til fødevarer	51386004
Kontaktfaktor	116191009
kontinuerlig erythropoietinreceptoraktivator	425462006
kontraceptionsmiddel	417122000
kontraceptivum til oral anvendelse	423938009
kontrastmiddel til MR-scanning	419909004
Kontraststof	385420005
kontrol: hvid vaseline 100 %	256219002
koppevaccine	396439006
koronarenzym	259669000
korttidsvirkende insulin	411531001
korttidsvirkende thyroideastimulator	3592004
Kosmetisk materiale	289122001
kridt	418016005
Krigsgas	25722005
kropssekret	46242002
kryoglobulin type I	102689005
kryoglobulin type II	102690001
kryoglobulin type III	102691002
kryoprotein	259781007
kryopræcipitat	420599006
Krystal, humant materiale	250448002
Krystal, naturligt materiale	264297004
krystalviolet	387239001
Kul	34323004
Kul OG/ELLER jordolieprodukt	105883004
kuldioxid	31811003
kuldioxidabsorberende middel	19462001
Kulhydrat	2331003
kulhydrat til intravenøs ernæring	426680001
kulhydrat-1-phosphat-adenylyltransferase	33119009
Kulhydratderivat	301427001
kulhydratfattig transferrin	117626004
kulhydratphosphatase	24012002
kulstof^14^ D-xylose	2942001
Kulstøv	52141008
kulsyreanhydrasehæmmer	372816000
kulsyreholdig drik	226479007
kulsyreholdig drik med citronsmag	226483007
kultjære	53034005
kultjæredestillat	63379003
kultjæreekstrakt	699003
kultjærekreosot	13789000
kultjæremiddel	373514002
kultjærenafta	28829009
kultjæreopløsning til topikal anvendelse	5657004
kultjæresalve	21094001
kunstigt spyt	418897004
Kunstigt sødestof	116274004
Kvartenær ammonium-surfaktant	373698008
Kvartenær ammoniumforbindelse	301712000
kvaternær pyridinium-surfaktant	419963001
kvaternær quinolinsurfaktant	417926003
kvaternært ammoniumsalt	56822005
kvaternært parasympatolytikum	108659006
Kviksølv	45262002
kviksølv (II)-reductase	86506005
Kviksølv OG/ELLER kviksølvforbindelse	105843007
kviksølvammoniumchlorid	255983008
kviksølvchlorid	111075009
Kviksølvdiuretikum	373751005
kviksølviodid	36541005
kviksølvoxid	86388007
Kvindelig kønsvæske	50473004
kylomikroner	17534000
kymotrypsin	11137008
Kynurenat 7,8-hydroxylase	34820006
Kynurenat-7,8-dihydrodioldehydrogenase	67994008
Kynurenin-3-monooxygenase	112018002
Kynureninase	112055002
Kynureninglyoxylataminotransferase	13494001
Kynureninoxoglutarataminotransferase	78751005
kølende anæstetikum	28069006
Kønsbundet gen	35416005
L-3-cyanoalaninsynthase	73586008
L-Aminoadipat-semialdehyddehydrogenase	32826004
L-aminosyredehydrogenase	3463001
L-Aminosyreoxidase	50605001
L-Arabinitoldehydrogenase	82846008
L-Arabinitoldehydrogenase (ribulose-dannende)	37375000
L-Arabinokinase	52905007
L-Arabinonatdehydratase	17598004
L-Arabinonolactonase	37357001
L-Arabinosedehydrogenase	16103004
L-Arabinoseisomerase	45800002
L-ascorbat-cytochrom b>5<-reductase	77756002
L-ascorbatoxidase	84547006
L-ascorbatperoxidase	65070009
L-Aspartatoxidase	17546001
L-Carnitin	372601001
L-erythro-3,5-diaminohexanoatdehydrogenase	24544007
L-fuconatdehydratase	59267008
L-Fuculokinase	42104001
L-fuculosephosphataldolase	74085005
L-galactonolactonoxidase	86783001
L-Glutamatoxidase	37196004
L-glykoldehydrogenase	5339008
L-gulonatdehydrogenase	90644003
L-Gulonolactonoxidase	56362000
L-hydroxyprolin	312180003
L-iditoldehydrogenase	87624008
L-idonatdehydrogenase	75850003
L-iduronidase	86430005
L-laktatdehydrogenase (cytokrom)	12754009
L-Lysin 6-aminotransferase	26134001
L-Lysinlactamase	27647002
L-lysinoxidase	1799004
L-methionin	312184007
L-Pipecolatdehydrogenase	14148002
L-Rhamnosedehydrogenase	25111003
L-rhamnoseisomerase	28025004
L-ribulosephosphat-4-epimerase	65951002
L-Serindehydratase	17626000
L-sorboseoxidase	112007002
L-Threonatdehydrogenase	31328009
L-Threonin-3-dehydrogenase	43365000
L-usninsyre	301065002
L-vitamin	33922005
L-Xylosedehydrogenase	17997004
L-xylulokinase	2064008
L-Xylulosereductase	48244007
L>2<-vitamin	14312008
Labetalol	372750000
Labetalolhydrochlorid	50627005
lachesinchlorid	417063009
lacidipin	395764001
lactaldehyddehydrogenase	5927005
Lactaldehydreductase	61872006
Lactaldehydreductase (DADPH)	74941005
Lactat-2-monooxygenase	71611009
Lactatdehydrogenase	259319003
Lactatracemase	112059008
lactitol	418929008
Lactobacillus acidophilus-middel	16744007
lactoferrin	102670005
Lactoferrinantistof	259912002
Lactose	47703008
Lactosesyntase	32685004
Lactoyl-CoA-dehydratase	63307000
Lactoylglutathionlyase	17676003
Lactulose	273945008
lakrids	398931007
Laksativ	372800002
Laksativ, peristaltikfremmende middel OG/ELLER udrensende middel	373685004
laksecalcitonin	127384006
Laktat-malattranshydrogenase	9981002
lambda-L-kæde-immunglobulin	29985007
lambda-letkæde-immunglobulin-gen	13696007
Laminaribiosephosphorylase	76861001
Lamivudin	386897000
Lamotrigin	387562000
Lanatosid C	387338006
Langkædet aldehyddehydrogenase	112010009
langkædet alkohol-dehydrogenase	88689003
langkædet alkoholfedtacyltransferase	47419000
Langkædet alkoholoxidase	21209008
langkædet enoyl-CoA-hydratase	4153007
Langkædet fedtsyre-CoA-ligase	33201007
langtidsvirkende coumarinderivat	420092006
langtidsvirkende insulin	25305005
langtidsvirkende methadonmetabolit	116728002
langtidsvirkende rekombinant humant zinkinsulin	412224001
lanosterolsynthase	51163002
lanreotid	395765000
Lansoprazol	386888004
lanthanumcarbonat	414571007
lapatinib	425820005
lapatinibditosylat	426238006
lappeprøvekontrolstof	301064003
lappeprøveserie for olie og kølevæske	255986000
lappeprøveserie for planteallergen	256075006
lappeprøveserie med acrylat og methacrylat, kunstig negl	255910004
lappeprøveserie med acrylat og methacrylat, trykning	256126008
lappeprøveserie med parfumer og aromastoffer	256013006
lappeprøvestof fra den europæiske standardserie	255836007
lapper	256683004
lasalocidnatrium	96158007
latanoprost	386926002
Latex	111088007
Lathosteroloxidase	70265005
Latialuciferinmonooxygenase (demethylerende)	61497003
laudanum	37451001
laurbærolie	256021000
lauromacrogoler	421383005
Lavmolekylært heparin	373294004
lavmolekylært kininogen	74993007
Ledvæske	6085005
leflunomid	386981009
legemssubstans	91720002
legemsvæske	32457005
Legionella pneumophila-antistof	120744002
Leishmania donovani-antistof	120766009
lenalidomid	421471009
Lenograstim	395767008
Lenperon	96217005
lepirudin	386955005
lepromin	66086008
leptin	414601001
lercanidipin	395986007
lercanidipinhydrochlorid	395768003
lergotril	44347009
lergotrilmesylat	73436000
Letalt gen	20138008
lethaner	10240005
letkæde-immunglobulin	87316007
Letmetal	65436002
letrozol	386911004
letøl af pilsnertype	226508003
leu-enkephalin	304362006
leuc-enkephalin	41485007
Leucin	83797003
Leucin-2,3-aminomutase	49867006
Leucin-tRNA-ligase	1786002
Leucinacetyltransferase	6925009
Leucinaminotransferase	84560000
Leucindehydrogenase	89364006
leucocyanidin	56383006
leucolysin	1248007
Leucyltransferase	30525004
leukocytantistof	121118004
leukocytblodkomponent	419030006
Leukocytelastase	19277006
Leukocytenzym	259720006
leukotrienreceptorinhibitor	372517002
Leuprorelin	397198002
Leuprorelinacetat	70562007
Levafix-farvestof	301841004
Levafix-sort	255724007
levalbuterol	116090007
levalbuterolhydrochlorid	412236007
levalbuteroltartrat	426604008
Levallorphan	17008002
Levamisol	387296006
Levamisolhydrochlorid	81365005
levamisolresinat	96118005
levamphetamin	85242006
Levanase	91319005
Levansucrase	67339006
levende poliovirusvaccine	396436004
levende vaccine mod varicellavirus	412529007
leverekstrakt	412238008
Leverenzym	259670004
Levetiracetam	387000003
levobetaxolol	409277002
levobunolol	418934007
Levobunololhydrochlorid	387349000
levobupivacain	387011006
levobupivacainhydrochlorid	412237003
Levocabastin	372554006
Levocabastinhydrochlorid	108864007
levocetirizin	421889003
levocetirizindihydrochlorid	425461004
Levodopa	387086006
levofloxacin	387552007
levofolinsyre	395769006
levomenthol	421208001
levomethadyl	108378000
levomethadylacetathydrochlorid	108375002
levomethamphetamin	386995007
levonordefrin	387230002
Levonorgestrel	126109000
Levopropoxyphen	20413008
Levorphanol	387275004
Levorphanoltartrat	67347006
Levothyroxinnatrium	126202002
Lichenase	6401007
Lidocain	387480006
Lidocainhydrochlorid	61773008
lidoflazin	418865004
Ligase	1672007
lightertændvæske	77983005
likør	226038003
Lim	57126000
lim baseret på opløsningsmiddel	288522002
limonen	11038000
Limonin-D-ring-lactonase	22141005
limresinsystem	255766008
Linamarinsyntase	4290002
Lincomycin	372677003
Lincomycin og derivater	373234002
lincomycinhydrochlorid	18449009
lindrende middel	61980000
Linezolid	387056004
Linoleatisomerase	49358003
Liothyroninnatrium	126204001
lipaseinhibitor	372581006
Lipid	70106000
Lipider og lipoproteiner	259554009
Lipider, lipoproteiner og relaterede analytter	301859001
lipidsænkende middel	373267003
lipidsænkende middel i form af fibrat	372514009
lipiodol	419297002
liponsyre	70496003
lipopolysaccharid	3325005
Lipopolysaccharid-N-acetylglucosaminyltransferase	45457001
Lipopolysaccharidgalactosyltransferase	17455001
Lipopolysaccharidglucosyltransferase I	37620000
Lipopolysaccharidglucosyltransferase II	70675004
Lipoprotein	301861005
Lipoproteinlipase	41805004
liposomdoxorubicinhydrochlorid	412379006
lipotropin	42319009
Lipotropisk middel	373473004
Lipoxygenase	35292008
lisdexamphetamin	425597005
lisdexamphetamindimesylat	427427002
Lisinopril	386873009
lissamingrønt B	38543004
Listeria monocytogenes-antistof	120840004
lithium	85899009
lithium OG/ELLER lithiumforbindelse	105864006
lithiumacetat	111080000
lithiumbromid	29671004
lithiumcarbonat	387095003
lithiumchlorid	54835003
lithiumcitrat	387098001
lithiumforbindelse	36378007
lithiumhydrid	18616005
lithiumhydroxid	67473000
lithiumisotop	27244000
lithiumsalt	9765000
lithiumsuccinat	395771006
lithocholsyre	54245005
Lobelin	91403002
Lodoxamid	372552005
Lodoxamidtromethamin	108861004
Lofepramin	395772004
Lofexidin	395989000
Lofexidinhydrochlorid	395773009
loganatmethyltransferase	12160002
lokalanæstesiallergener	255955006
Lokalanæstetikum	373477003
lokalanæstetikum af amidtype	373507004
lokalanæstetikum af estertype	373518004
lokalisationsspecifik methyltransferase (adeninspecifik)	59195004
lokalisationsspecifik methyltransferase (cytosinspecifik)	1978009
lokalisationsspecifikt type I-deoxyribonuklease	10685000
lokalisationsspecifikt type II-deoxyribonuclease	63768006
lokalisationsspecifikt type III-deoxyribonuclease	79657009
Lokkier	49636006
Lombricinkinase	61348006
Lomefloxacin	387553002
lomefloxacinhydrochlorid	412239000
Lomustin	387227009
Loop-diureticum	372691009
Loperamid	387040009
Loperamidhydrochlorid	57574005
lopinavir	387067003
loppe- og flåtmiddel	373569004
loppefrøskaller	395763007
Loprazolam	395774003
Loracarbef	96061006
Loratadin	386884002
Lorazepam	387106007
Lormetazepam	387570005
lornoxicam	412013008
Losartan	373567002
losartankalium	108582002
loteprednol	419711001
loteprednoletabonat	387047007
Lotusaspartatproteinase	82021009
Lovastatin	96303004
Loxapin	372789006
loxapinhydrochlorid	1971003
Loxapinsuccinat	30745005
lubiproston	421856003
lucanthon	68310009
lucinactant	418166001
lufenuron	96322008
Luft	15158005
luftformigt stof	74947009
luftkontaminant	57479003
lumefantrin	420307001
lumiracoxib	424967004
Lungesurfaktant	20170008
luprostiol	96356002
Lupusantikoagulans	16923002
lupusantistof	259748006
Luteolinmethyltransferase	53158006
lutropin, beta-undergruppe	103030009
lututrin	126123003
Lyase	21533003
Lymecyclin	387548007
Lymfe	38000004
lymfocyt-letkæde	259735007
Lymfocytantigen	40992002
lymfocytantigen CD10	50988004
lymfocytimmunglobulin	259733000
lynestrenol	419504002
lypressin	418230009
lys ale	226501009
lysergsyreamid	419345006
Lysersyrediethylamid	15698006
Lysin	75799006
Lysin 2,3-aminomutase	17033004
Lysin-2-monooxygenase	74143009
Lysin-tRNA-ligase	87212007
Lysinacetyltransferase	72138003
Lysindecarboxylase	79328003
Lysindehydrogenase	34659004
Lysinracemase	66263006
Lysolecithinacylmutase	6961004
Lysophospholipase	22179000
Lysosomcarboxypeptidase B	45108006
Lysozym	13477003
Lysozymantistof	259914001
lysurid	395770007
lysuridmaleat	323159002
Lysyltransferase	21585001
lægemiddel mod spedalskhed	386982002
Lægemiddelanalyt	278698006
lægemidler der anvendes til behandling af afhængighed	420115006
MabCampath	391864003
Macrolid	372480009
macroprolactin	406508009
maduramicin	96159004
Mafenid	372876009
Mafenidacetat	19114000
mafenidpropionat	330338005
magaldrat	387240004
Magnesium	72717003
Magnesium OG/ELLER magnesiumforbindelse	105858004
Magnesium-protoporfyrinmethyltransferase	3811001
magnesiumacetylsalicylat	8132009
magnesiumalginat	417987009
magnesiumaminosyrechelat	116127001
Magnesiumammoniumphosphat	259549000
magnesiumaspartathydrochlorid	395776001
magnesiumbaseret antacidum	387315008
magnesiumborat	4986005
magnesiumbromid	87468001
magnesiumcarbonat	387401007
magnesiumcarbonathydroxid	12015000
magnesiumchlorid	45733002
magnesiumchloridhexahydrat	116128006
magnesiumcitrat	387052002
magnesiumdampe	6881002
magnesiumelektrolyt	304051003
Magnesiumforbindelse	31539008
magnesiumgluconat	116126005
magnesiumhydroxid	387337001
magnesiumisotop	88617009
magnesiumlactat	116129003
magnesiumoxid	66389008
magnesiumphosphat	31731008
magnesiumradioisotop	12689001
magnesiumsalicylat	49399009
magnesiumsalt	58977006
magnesiumsilicat	88468003
magnesiumstearat	40471006
magnesiumstøv	32714004
magnesiumsulfat	387202002
magnesiumtilskud	387020002
magnesiumtrisilicat	387117008
makrofag kolonistimulerende faktor	24357000
makrokrystallinsk nitrofurantoin	427332002
makromolekylær bloderstatning	418831000
malariamiddel indeholdende aminoquinolin	372633005
malariamiddel indeholdende biguanid	419485001
malariaantistof	259866009
Malat-CoA-ligase	7018007
Malatdehydrogenase	5813001
Malatdehydrogenase (acceptor)	90873002
Malatdehydrogenase (dekarboxylerende)	3587001
Malatdehydrogenase (NADP^+^)	40848003
Malatdehydrogenase (oxaloacetat-dekarboxylerende)	11312007
Malatdehydrogenase oxaloacetat-decarboxylerende (NADP^+^)	14558008
Malatoxidase	74643005
Malatsyntase	36098005
Maleathydratase	35181004
Maleatisomerase	35003001
maleylacetatreductase	24732007
Maleylacetoacetatisomerase	88337001
Maleylpyruvatisomerase	61171001
maling baseret på opløsningsmiddel	228990004
malingfortyndere	228994008
Malonat-CoA-transferase	30616002
malonatsemialdehyddehydratase	2179004
Malonatsemialdehyddehydrogenase	60344001
Malonatsemialdehyddehydrogenase (acetylerende)	55808004
Malonyl-CoA-decarboxylase	15092006
maltitol	116269007
maltose	43431002
Maltoseacetyltransferase	49383003
Maltosephosphorylase	22422000
Maltosesynthase	85297001
maltosetetrapalmitat	1575001
maltsuppeekstrakt	64796009
Malyl-CoA-lyase	66103001
mammavæske	64778000
Mandelat-4-monooxygenase	91548000
Mandelatracemase	73858007
mandelsyre	395778000
Mandlig kønsvæske	23378005
maneb	54651009
Mangan	87869004
Mangan OG/ELLER manganforbindelse	105859007
manganchlorid	25183006
manganisotop	39546001
manganradioisotop	52860004
mangansalt	11202003
mangansulfat	3212004
mangantrioxid	29011006
mangeløvolie	3087006
mannan 1,2-(1,3)-alpha-mannosidase	26712009
Mannan-1,4-beta-mannobiosidase	112047009
Mannan-endo-1,4-beta-mannosidase	21292005
Mannan-endo-1,6-beta-mannosidase	71342008
Mannitol	387168006
Mannitol-1-fosfatase	9885005
Mannitol-1-phosphatdehydrogenase	70198008
Mannitoldehydrogenase (cytokrom)	42370000
Mannitoldehydrogenase (NADP^+^)	80613009
mannitolhexanitrat	7509000
mannoheptulose	77454000
Mannokinase	36632009
Mannonatdehydratase	112057005
mannooligosaccharid	259406003
mannose	63089006
Mannose-1-phosphatguanylyltransferase	84486008
Mannose-1-phosphatguanylyltransferase (GDP)	45791003
Mannose-6-phosphatisomerase	21140009
Mannoseisomerase	18328009
Mannosidase	304268007
Mannosyl-oligosaccharidglucosidase	41940002
mannosylglycoprotein-endo-beta-N-acetylglucosaminidase	41990003
mannotetraose-2-alpha-N-acetylglucosaminyltransferase	1002007
mannuronatreductase	17730006
Maprotilin	387180003
Maprotilinhydrochlorid	10424009
maribavir	426042003
Markør for aminosyrestofskifteforstyrrelse	259358008
markør for carbamidcyklusforstyrrelse	259366004
Markør for forstyrrelse af organisk syre med forgrenet kæde	259457004
markør for glycoprotein- og mucolipidophobningssygdom	259398005
Markør for glycosaminoglycanoser	259449002
markør for kulhydratstofskifteforstyrrelse	259381005
markør for laktisk acidæmi og mitokondriesygdom	259413003
Markør for lipoprotein- og neutrallipidsygdom	259417002
Markør for lysosomal ophobningssygdom	259428003
Markør for medfødt stofskiftefejl	259357003
Markør for organisk syre-stofskifteforstyrrelse	259456008
Markør for ornithin- og lysinstofskifteforstyrrelse	259370007
Markør for peroxisomal forstyrrelse	259485002
Markør for phenylalanin- og tyrosinforstyrrelse	259359000
Markør for porphyrin- og hæmstofskifteforstyrrelse	259495009
Markør for propionat- og methylmalonatstofskifteforstyrrelse	259508000
Markør for purin- og pyrimidinstofskifteforstyrrelse	259515008
Markør for steroidstofskifteforstyrrelse	259532007
Markørenzym for purin- og pyrimidinforstyrrelser	304083009
markører for svovlaminosyreforstyrrelse	259374003
maropitant	425760002
Masoprocol	108933006
Mastcellestabilisator	372553000
materiale til midlertidig krone og/eller bro	256507006
materiale til rodkanalfyldning	256532008
Materialer	260769002
Materialer til indlæg, kroner, stiftopbygninger og broer	256479005
Maveindhold	62059006
Mazindol	387232005
MB-fraktion af kreatinkinaseisoenzym	12016004
Mebendazol	387311004
mebeverin	419830007
Mebeverinhydrochlorid	395779008
mebhydrolin	419632002
Mebutamat	41091001
Mecamylamin	372828008
mecamylaminhydrochlorid	2991007
mecasermin	418157000
mecaserminrinfabat	422284004
mechlorethamin	372692002
mechlorethaminhydrochlorid	387071000
Mecillinam	387541001
Meclizin	372879002
Meclocyclin	6162007
Meclocyclinsulfosalicylat	27079005
Meclofenamat	117178002
Meclofenamatnatrium	58233009
Meclofenamsyre	96172003
Meclozinhydrochlorid	387243002
Mecysteinhydrochlorid	395780006
medazapam	387192003
medetomidinhydrochlorid	96228009
mediator af immunrespons OG/ELLER inflammation	106197002
medicinsk gas	419556005
medicinsk guld	372762001
medicinsk iod	46749007
medicinsk zinkperoxid	33280006
medigoxin	418574005
medikamentelt fremkaldt koagulationsinhibitor	37758008
medikamentelt fremkaldt trombocytantistof	115574009
Medroxyprogesteron	126113007
Medroxyprogesteronacetat	126112002
Medryson	387403005
mefenamat	116727007
Mefenamsyre	387185008
Mefenorex	96245004
Mefloquin	387505001
mefloquinhydrochlorid	412243001
mefrusid	406772008
Megestrol	126091007
Megestrolacetat	126092000
meglitinid	372566000
meglumindiatrizoat	47192000
megluminiotroxat	421783007
megluminiotroxinat	395782003
megluminjodipamid	69783005
mejeriprodukter	226760005
Mekonium	28112009
melaminformaldehydresin	256097008
Melanin	59094002
melanocythormonhæmmende faktor	62298007
