drugid	drugname	substans	conceptid
28103904106	Venlafaxin "Krka"	VENLAFAXINHYDROCHLORID	108434005
28104698310	Rifampicin "2care4"	RIFAMPICIN	387159009
28103205700	Terbasmin Turbuhaler	TERBUTALINSULFAT	24583009
28103743104	Lamotrigin "Stada"	LAMOTRIGIN	387562000
28103018198	Ziagen	Abacavirsulfat	412074007
28104015306	Tramadol Retard "Actavis"	TRAMADOLHYDROCHLORID	108505002
28104208007	True Test	Isoeugenol	256020004
28103945906	Medikinet CR	METHYLPHENIDATHYDROCHLORID	42163009
28104181407	Bicalutamid "Ranbaxy"	BICALUTAMID	386908000
28101554193	Dalacin	CLINDAMYCINPHOSPHAT	37648000
28101107182	Rytmonorm	PROPAFENONHYDROCHLORID	108501006
28103986606	Nicorette Invisi	Nicotin	68540007
28104049806	Risperidon "Stada"	RISPERIDON	386840002
28103435702	Ritalin Uno	METHYLPHENIDATHYDROCHLORID	42163009
28101773295	Clinimix N9G15E	Serin	14125007
28104270507	SmofKabiven elektrolytfri	Phenylalanin	63004003
28101829196	Ultiva	REMIFENTANILHYDROCHLORID	108376001
28101864496	Naragran	NARATRIPTANHYDROCHLORID	108409005
28101802896	Contalgin	MORPHINSULFAT	60886004
28101406290	Eldepryl	SELEGILINHYDROCHLORID	108467009
28103868705	Yasminelle	Ethinylestradiol	126097006
28101093081	Omnipaque	IOHEXOL	395751002
28103817905	Vantas	Histrelinacetat	109050002
28103480503	StructoKabiven Elektrolytfri	Valin	72840006
28104416508	Clozapin "2care4"	CLOZAPIN	387568001
28103049898	Pinex Junior	PARACETAMOL	387517004
28101393390	Neupogen	FILGRASTIM	386948008
28103308401	Diclon Rapid	DICLOFENACKALIUM	108515008
28101825096	Genotropin Miniquick	SOMATROPIN	395883003
28101940297	Klexane	ENOXAPARINNATRIUM	108983001
28103947106	Tetraspan	NATRIUMCHLORID	387390002
28103146600	Zidoval	METRONIDAZOL	372602008
28101258286	Clarityn	LORATADIN	386884002
28103115099	Truxal	CHLORPROTHIXENHYDROCHLORID	88585004
28101875297	Xalatan	LATANOPROST	386926002
28103202300	Nutriflex Plus	Argininglutamat	14139007
28104131807	Granisetron "Hameln"	GRANISETRONHYDROCHLORID	108425000
28101144183	Fevarin	FLUVOXAMINMALEAT	116522003
28100983067	Anafranil	CLOMIPRAMINHYDROCHLORID	387027004
28101143283	Eldepryl	SELEGILINHYDROCHLORID	108467009
28101440491	Tarivid	OFLOXACIN	387551000
28103340702	Cipralex	ESCITALOPRAM	400447003
28104619109	Persantin	Dipyridamol	387371005
28104539909	Olimel Perifer N4E	Valin	72840006
28103265001	HyperHAES	NATRIUMCHLORID	387390002
28103123099	Trizivir	LAMIVUDIN	386897000
28101344588	Ipren	IBUPROFEN	387207008
28103493303	Isotretinoin "Alternova"	Isotretinoin	387208003
28103800305	Bravelle	UROFOLLITROPIN	395920003
28103536103	Canesten	CLOTRIMAZOL	387325003
28101030479	Triquilar	LEVONORGESTREL	126109000
28103862705	Esertia	ESCITALOPRAM	400447003
28104095107	Fucithalmic	FUSIDINSYRE	387530003
28100591671	Primperan	METOCLOPRAMID	372776000
28101234485	Cardizem Retard	DILTIAZEMHYDROCHLORID	12218006
28103913606	Sumatriptan "Stada"	SUMATRIPTANSUCCINAT	96215002
28104411608	Singulair	MONTELUKASTNATRIUM	108620002
28101593394	Visipaque	IODIXANOL	395750001
28101464891	AmBisome	AMPHOTERICIN B	77703004
28103775405	Mixamin Glucos 120 mg/ml	METHIONIN	70288006
28103149400	Kabiven Perifer	METHIONIN	70288006
28103775005	Tizanidin "Copyfarm"	TIZANIDINHYDROCHLORID	108462003
28103989406	Persantin	Dipyridamol	387371005
28104394708	Gestodilat	Ethinylestradiol	126097006
28104222607	Serevent	SALMETEROLXINAFOAT	108606009
28100622372	Heracillin	FLUCLOXACILLINNATRIUM	426208000
28104641910	Strepsils Warm	Amylmetacresol	421472002
28101883997	Doxorubin	DOXORUBICINHYDROCHLORID	90875009
28101932797	Gemadol Retard	TRAMADOLHYDROCHLORID	108505002
28104141407	Milna	Ethinylestradiol	126097006
28101121282	Malarex	CHLOROQUINPHOSPHAT	53136009
28104494209	Daisynelle	DESOGESTREL	126108008
28103880205	Volulyte	KALIUMCHLORID	8631001
28103899906	Exforge	VALSARTAN	386876001
28103262201	Aranesp	DARBEPOETIN ALFA	385608005
28103981906	Abstral	FENTANYLCITRAT	29190006
28104402308	Exforge HCT	VALSARTAN	386876001
28104272208	Venlafaxin "Stada"	VENLAFAXINHYDROCHLORID	108434005
28101447291	Nizoral	KETOCONAZOL	387216007
28103909506	Arax	PARACETAMOL	387517004
28103202300	Nutriflex Plus	Phenylalanin	63004003
28101812996	Crixivan	INDINAVIRSULFAT	108696002
28103489203	Hjertemagnyl	ACETYLSALICYLSYRE	387458008
28101503692	Locoid Crelo	HYDROCORTISONBUTYRAT	50665003
28101772295	Nimbex	CISATRACURIUMBESILAT	108453000
28103050298	Bricanyl Turbuhaler	TERBUTALINSULFAT	24583009
28103097299	Enacodan	ENALAPRILMALEAT	387165009
28103160800	Folimet	Folsyre	63718003
28103134600	Timosan Depot	TIMOLOLMALEAT	75359005
28100245757	Medrol	METHYLPREDNISOLON	116593003
28101312487	Neotigason	ACITRETIN	386938006
28104270507	SmofKabiven elektrolytfri	HISTIDIN	60260004
28101102182	Contalgin	MORPHINSULFAT	60886004
28101871497	Divigel	ESTRADIOLHEMIHYDRAT	116070003
28101061781	Ovestin	ESTRIOL	73723004
28104757910	Minirin Melt	DESMOPRESSIN	126189002
28101113282	Vaminolac	Asparaginsyre	44970006
28101182984	Farmorubicin	EPIRUBICINHYDROCHLORID	116108007
28101891797	Telfast	FEXOFENADINHYDROCHLORID	108653007
28104195207	Advate	Octocog Alfa	418888003
28104685310	Lioresal	BACLOFEN	387342009
28103652304	Aricept	DONEPEZIL	386855006
28103723404	Cipralex	ESCITALOPRAM	400447003
28104507009	Norditropin Flexpro	SOMATROPIN	395883003
28103602603	Zyx citron	Benzydaminhydrochlorid	331143003
28100745976	Propyltiouracil "Medic"	Propylthiouracil	387203007
28100742176	Papaverin "OBA"	PAPAVERINHYDROCHLORID	40404004
28104662210	Symbicort Turbuhaler	BUDESONID	395726003
28101831496	Serdolect	Sertindol	418732002
28100695776	Soluvit	BIOTIN	8919000
28100540268	Locacorten-Vioform	Clioquinol	387291001
28104570509	Detrusitol Retard	TOLTERODINTARTRAT	386971005
28103541903	Verapamil "HEXAL"	VERAPAMILHYDROCHLORID	14340003
28104591809	Avelox	MOXIFLOXACINHYDROCHLORID	116347002
28103016298	Flixonase	FLUTICASONPROPIONAT	396064000
28100042755	Calcium-Sandoz	Calciumglubionat	32445001
28103076099	Evra	Ethinylestradiol	126097006
28101693594	Harmonet	Ethinylestradiol	126097006
28103285901	Fluconazol "Stada"	FLUCONAZOL	387174006
28103602803	Glimepirid "Teva"	GLIMEPIRID	386966003
28101133983	Vamin 18 g N/l Elektrolytfri	Leucin	83797003
28104610309	Inspra	EPLERENON	407010008
28103158700	Yasmin	DROSPIRENON	410919000
28103071399	Xatral Uno	ALFUZOSINHYDROCHLORID	395725004
28103067699	Fem-Mono Retard	Isosorbidmononitrat	386854005
28100634973	Mycostatin	Nystatin	387048002
28103775305	Mixamin Glucos 200 mg/ml	Valin	72840006
28104654410	Plaquenil	HYDROXYCHLOROQUINSULFAT	13502005
28103457202	Prismasol 4 mmol/l kalium	KALIUMCHLORID	8631001
28104211107	Topiramat "Orion"	TOPIRAMAT	386844006
28103418502	Ibumetin	IBUPROFEN	387207008
28103871105	Lamotrigin "Teva"	LAMOTRIGIN	387562000
28100705076	Atropin "PS"	ATROPINSULFAT	74237004
28104684510	Prostin E2	DINOPROSTON	387245009
28101136383	Madopar "250"	LEVODOPA	387086006
28101735194	Diproderm	BETAMETHASONDIPROPIONAT	88736007
28103441202	Budesonid "Arrow"	BUDESONID	395726003
28101682794	Flixotide	FLUTICASONPROPIONAT	396064000
28103202300	Nutriflex Plus	Serin	14125007
28103481503	Faslodex	Fulvestrant	385519002
28101042380	Aminoplasmal	Threonin	52736009
28103635304	Domperidon "Alternova"	DOMPERIDON	387181004
28101725194	Malfin	MORPHINSULFAT	60886004
28101307687	Frusamil	FUROSEMID	387475002
28101818996	Calcichew-D3 Forte	Cholecalciferol	18414002
28101133983	Vamin 18 g N/l Elektrolytfri	GLYCIN	15331006
28103534303	Ramipril "HEXAL"	RAMIPRIL	386872004
28103656804	Aranesp	DARBEPOETIN ALFA	385608005
28101728794	Buventol Easyhaler	SALBUTAMOLSULFAT	48474002
28103323901	Roxithromycin "Copyfarm"	ROXITHROMYCIN	96037004
28103786204	Aranesp	DARBEPOETIN ALFA	385608005
28103146500	Furix	FUROSEMID	387475002
28104538909	Fludara	FLUDARABINPHOSPHAT	108765002
28104540109	Olimel N7E	Valin	72840006
28103977306	Topiramat "Arrow"	TOPIRAMAT	386844006
28103312501	Combar	MIRTAZAPIN	386847004
28104498509	Ozurdex	DEXAMETHASON	372584003
28104639710	Symbicort Forte Turbuhaler	BUDESONID	395726003
28104131507	Helixate NexGen	Octocog Alfa	418888003
28103941706	Moviprep	KALIUMCHLORID	8631001
28104208407	Risedronatnatrium "Teva"	RISEDRONATNATRIUM	387064005
28104377608	Detrusitol Retard	TOLTERODINTARTRAT	386971005
28101899197	Dacarbazine "Medac"	DACARBAZINCITRAT	425521002
28103149400	Kabiven Perifer	Lysin	75799006
28103410502	Ketesse	DEXKETOPROFENTROMETAMOL	427618005
28103822705	Betaserc	BETAHISTINDIHYDROCHLORID	322052003
28103923306	Copegus	RIBAVIRIN	387188005
28104540409	Olimel N9	METHIONIN	70288006
28101545493	Durogesic	FENTANYL	373492002
28100983778	Heparin "Leo"	Heparinnatrium	50045009
28104507209	Arthrotec Forte	DICLOFENACNATRIUM	62039007
28103342902	Felodipin "Actavis"	FELODIPIN	386863007
28100529867	Cardopax	ISOSORBIDDINITRAT	387332007
28100466264	Calcium-Sandoz	Calciumcarbonat	387307005
28101113282	Vaminolac	Serin	14125007
28104469709	Temozolomid "STADA"	TEMOZOLOMID	387009002
28100105055	Inotyol	ZINKOXID	42841002
28101213685	Livial	TIBOLON	395903002
28103114899	Truxal	CHLORPROTHIXENHYDROCHLORID	88585004
28103180500	Seretide	FLUTICASONPROPIONAT	396064000
28104078407	Sumatriptan "Bluefish"	SUMATRIPTANSUCCINAT	96215002
28104489009	Temomedac	TEMOZOLOMID	387009002
28103642704	Venofundin	NATRIUMCHLORID	387390002
28103395002	Lisinopril-hydrochlorthiaz.Act	HYDROCHLORTHIAZID	387525002
28103480503	StructoKabiven Elektrolytfri	Serin	14125007
28103480503	StructoKabiven Elektrolytfri	Arginin	52625008
28101192084	Metronidazol "Actavis"	METRONIDAZOL	372602008
28101890497	Humalog	Insulin lispro	412210000
28101468191	Tolmin	MIANSERINHYDROCHLORID	395795008
28101137283	Imacillin	AMOXICILLINTRIHYDRAT	96068000
28104465009	Docetaxel Teva	DOCETAXEL	386918005
28103991506	Temodal	TEMOZOLOMID	387009002
28104402208	Exforge HCT	AMLODIPINBESILAT	384976003
28103031598	Norditropin Simplexx	SOMATROPIN	395883003
28103088399	Kabiven	Phenylalanin	63004003
28101954597	Zopiclone "Actavis"	ZOPICLON	395929002
28100996278	Spirix	SPIRONOLACTON	387078006
28103332601	Navelbine	VINORELBINTARTRAT	108794009
28103846705	Accusol 35 Kalium 2 mmol/l	KALIUMCHLORID	8631001
28103149400	Kabiven Perifer	KALIUMCHLORID	8631001
28104836411	Risperdal	RISPERIDON	386840002
28104143307	Isoptin Retard	VERAPAMILHYDROCHLORID	14340003
28103827905	Sumatriptan "GSK"	SUMATRIPTANSUCCINAT	96215002
28101288486	Uniloc	ATENOLOL	387506000
28103498503	Cefotaxim "ACS"	CEFOTAXIMNATRIUM	41722006
28103922306	Imadrax Novum	AMOXICILLINTRIHYDRAT	96068000
28101914597	NeoRecormon	EPOETIN BETA	396043004
28104400508	Propranolol Retard "2care4"	PROPRANOLOLHYDROCHLORID	65088001
28103513203	Physioneal 35 Glucose 1,36%w/v	NATRIUMCHLORID	387390002
28104263408	Wellbutrin	BUPROPIONHYDROCHLORID	395733003
28104208007	True Test	Cinnamylalkohol	301066001
28101944297	Cisplatin "Hospira"	CISPLATIN	387318005
28104539909	Olimel Perifer N4E	PROLIN	52541003
28103480403	StructoKabiven	Taurin	10944007
28103028898	Triatec	RAMIPRIL	386872004
28104053906	OxyNorm Dispersa	OXYCODONHYDROCHLORID	387024006
28103480403	StructoKabiven	Leucin	83797003
28104200907	Toctino	ALITRETINOIN	116086005
28104063207	Nalpain	Nalbuphinhydrochlorid	111123003
28101901797	Cefuroxim "Stragen"	CEFUROXIMNATRIUM	48753004
28101001756	Carbocain	MEPIVACAINHYDROCHLORID	65741009
28100726076	Kodein Stærk "DAK"	CODEIN	387494007
28103680904	Levemir	Insulin detemir	414515005
28103480403	StructoKabiven	HISTIDIN	60260004
28103109799	NutropinAq	SOMATROPIN	395883003
28100631373	Flagyl	METRONIDAZOL	372602008
28103202300	Nutriflex Plus	NATRIUMACETAT	108951007
28100726476	Kodimagnyl Ikke-stoppende DAK	ACETYLSALICYLSYRE	387458008
28104231807	Concerta	METHYLPHENIDATHYDROCHLORID	42163009
28104168907	Metoprololsuccinat "Actavis"	METOPROLOLSUCCINAT	412432007
28104026206	Atripla	EFAVIRENZ	387001004
28103439902	Stalevo	LEVODOPA	387086006
28101230185	Diane Mite	Ethinylestradiol	126097006
28104190307	Mirtin	MIRTAZAPIN	386847004
28103340802	Cipralex	ESCITALOPRAM	400447003
28100834380	Dolodent	Benzocain	387357002
28103435602	Ritalin Uno	METHYLPHENIDATHYDROCHLORID	42163009
28104539909	Olimel Perifer N4E	Threonin	52736009
28103746404	Maxalt	RIZATRIPTANBENZOAT	108412008
28103632404	Alterfast	FEXOFENADINHYDROCHLORID	108653007
28101508492	Estring	ESTRADIOL	126172005
28101867596	Madopar Quick 62,5	LEVODOPA	387086006
28103206100	Neurontin	GABAPENTIN	386845007
28104352608	Solu-Medrol	METHYLPREDNISOLONNATRIUMSUCCINAT	412248005
28101068581	Cisordinol	ZUCLOPENTHIXOLDIHYDROCHLORID	426594007
28103817205	Glimepirid "KRKA"	GLIMEPIRID	386966003
28101743495	Anafranil Retard	CLOMIPRAMINHYDROCHLORID	387027004
28103165300	Loratadin "ratiopharm"	LORATADIN	386884002
28101777795	Vectavir	PENCICLOVIR	386939003
28103679804	Pamorelin	Triptorelinpamoat	427385009
28103747704	Sinestic	BUDESONID	395726003
28101342888	Accupro	QUINAPRILHYDROCHLORID	386875002
28101312587	Neotigason	ACITRETIN	386938006
28104575809	Diclofenacna. "2care4" Retard	DICLOFENACNATRIUM	62039007
28103442802	Advate	Octocog Alfa	418888003
28101332488	Sinemet Depot	CARBIDOPA	73579000
28103294001	Propofol "B. Braun"	Propofol	387423006
28101529792	Isotrex	Isotretinoin	387208003
28101424491	Trinordiol	Ethinylestradiol	126097006
28104273208	Ceftazidim "Fresenius Kabi"	CEFTAZIDIM	387200005
28103123099	Trizivir	ZIDOVUDIN	387151007
28104049906	Risperidon "Stada"	RISPERIDON	386840002
28103938806	Losartanka./HCl thiazid "Teva"	HYDROCHLORTHIAZID	387525002
28103349402	APO-go Ampul	Apomorphinhydrochlorid	74950007
28103088399	Kabiven	METHIONIN	70288006
28104540209	Olimel N9E	Asparaginsyre	44970006
28103114599	Desorelle	DESOGESTREL	126108008
28101474191	Exocin	OFLOXACIN	387551000
28104545009	Symbicort Forte Turbuhaler	BUDESONID	395726003
28104586709	Amlodipin "Bluefish"	AMLODIPINBESILAT	384976003
28103952106	OptiMARK	Gadoversetamid	409476008
28103119499	Metalyse	TENECTEPLASE	387066007
28101877097	Mabthera	RITUXIMAB	386919002
28103626204	StructoKabiven Perifer	Tyrosin	27378009
28103578503	Promixin	COLISTIMETHATNATRIUM	38686006
28104428408	Medimix	Oxygen	24099007
28103179600	Symbicort Mite Turbuhaler	BUDESONID	395726003
28100994078	Lasix Retard	FUROSEMID	387475002
28104370308	Zomacton	SOMATROPIN	395883003
28104774910	Seroplex	ESCITALOPRAM	400447003
28103198800	Gadovist PFS	GADOBUTROL	418351005
28103480403	StructoKabiven	Valin	72840006
28103872005	Fluoxetin "HEXAL"	FLUOXETINHYDROCHLORID	75115009
28103937906	Oxaliplatin "Teva"	Oxaliplatin	395814003
28101176884	Kliogest	ESTRADIOLHEMIHYDRAT	116070003
28103132500	Cefotrix	Ceftriaxonnatrium	33440000
28101045080	Tegretol	CARBAMAZEPIN	387222003
28103933406	Fluoxetin "1A Farma"	FLUOXETINHYDROCHLORID	75115009
28103003198	Remicade	INFLIXIMAB	386891004
28103296201	Zeldox	ZIPRASIDONHYDROCHLORID	129479007
28103454902	Natr.klorid-Glucos Bax. Viaflo	NATRIUMCHLORID	387390002
28103280901	Triminetta	LEVONORGESTREL	126109000
28104066107	Femelle	Ethinylestradiol	126097006
28103873305	Lamotrigin "Teva"	LAMOTRIGIN	387562000
28101831596	Serdolect	Sertindol	418732002
28104540209	Olimel N9E	Valin	72840006
28103281301	Malonetta	LEVONORGESTREL	126109000
28103312601	Combar	MIRTAZAPIN	386847004
28103602903	Glimepirid "Teva"	GLIMEPIRID	386966003
28103762104	Cubicin	Daptomycin	406439009
28104523409	Imigrane	SUMATRIPTAN	395892000
28104402208	Exforge HCT	VALSARTAN	386876001
28103657404	Inegy	SIMVASTATIN	387584000
28100599571	Locoid	HYDROCORTISONBUTYRAT	50665003
28101133983	Vamin 18 g N/l Elektrolytfri	ALANIN	58753009
28101328488	Atenolol "Orifarm"	ATENOLOL	387506000
28103123099	Trizivir	Abacavirsulfat	412074007
28101356689	Erycin	ERYTHROMYCIN	372694001
28104326108	Metomylan	METOPROLOLSUCCINAT	412432007
28101018155	Buscopan	Hyoscinbutylbromid	395739004
28104523209	REQUIP-PROLIB	ROPINIROLHYDROCHLORID	108474004
28101932897	Gemadol Retard	TRAMADOLHYDROCHLORID	108505002
28101801396	Hycamtin	TOPOTECANHYDROCHLORID	108781007
28103681404	Reminyl	GALANTAMINHYDROBROMID	129482002
28101682894	Flixotide	FLUTICASONPROPIONAT	396064000
28101407290	Optimol Ukonserveret	TIMOLOLMALEAT	75359005
28104757810	Minirin Melt	DESMOPRESSIN	126189002
28101465291	Relifex	NABUMETON	386859000
28103865505	Nasonex	Mometasonfuroat	395802006
28101390089	Flolan	EPOPROSTENOL	372513003
28103775305	Mixamin Glucos 200 mg/ml	Threonin	52736009
28101113282	Vaminolac	Taurin	10944007
28101314487	Pamol	PARACETAMOL	387517004
28103248101	Oliclinomel N4-550E	Serin	14125007
28103908206	Gestinyl	GESTODEN	395945000
28103172500	Kaletra	RITONAVIR	386896009
28100665775	Treo	ACETYLSALICYLSYRE	387458008
28103911006	Serevent	SALMETEROLXINAFOAT	108606009
28103202200	Nutriflex Peri	Phenylalanin	63004003
28101495792	Granocyte	LENOGRASTIM	395767008
28100602971	Bricanyl	TERBUTALINSULFAT	24583009
28103068299	Helixate NexGen	Octocog Alfa	418888003
28103207700	Gabapentin "Actavis"	GABAPENTIN	386845007
28103912106	Granisetron "Stada"	GRANISETRONHYDROCHLORID	108425000
28103158600	Yasmin 28	DROSPIRENON	410919000
28104400608	Propranolol Retard "2care4"	PROPRANOLOLHYDROCHLORID	65088001
28101795195	Lamictal	LAMOTRIGIN	387562000
28101773295	Clinimix N9G15E	ALANIN	58753009
28103775405	Mixamin Glucos 120 mg/ml	Valin	72840006
28104636310	Tobradex	DEXAMETHASON	372584003
28103718604	Mirtazapin "KRKA"	MIRTAZAPIN	386847004
28103775405	Mixamin Glucos 120 mg/ml	Serin	14125007
28104335108	Persantin Retard	Dipyridamol	387371005
28104523709	Selexid	Pivmecillinamhydrochlorid	323782007
28101365389	Furix Retard	FUROSEMID	387475002
28103262401	Aranesp	DARBEPOETIN ALFA	385608005
28101341688	Brufen Retard	IBUPROFEN	387207008
28103237201	NuvaRing	Ethinylestradiol	126097006
28104770510	Fucithalmic	FUSIDINSYRE	387530003
28100165055	Solu-cortef	HYDROCORTISONNATRIUMSUCCINAT	109066000
28103202200	Nutriflex Peri	Serin	14125007
28101261486	Zoladex	GOSERELINACETAT	108773006
28103902906	Matrifen	FENTANYL	373492002
28101682694	Flixotide	FLUTICASONPROPIONAT	396064000
28101022079	Trimopan	TRIMETHOPRIM	387179001
28101421190	Sinemet Depot Mite	CARBIDOPA	73579000
28101445391	Angicor	NICORANDIL	395809002
28101133883	Vamin 14 g N/l Elektrolytfri	GLYCIN	15331006
28101133983	Vamin 18 g N/l Elektrolytfri	Asparaginsyre	44970006
28101292187	Minulet	Ethinylestradiol	126097006
28101033279	Bromhexin "DAK"	BROMHEXINHYDROCHLORID	412102008
28100787776	Microgyn	Ethinylestradiol	126097006
28104606509	Zok-Zid	HYDROCHLORTHIAZID	387525002
28100259658	Plaquenil	HYDROXYCHLOROQUINSULFAT	13502005
28103443702	Fuzeon	ENFUVIRTID	409127007
28103977406	Topiramat "Arrow"	TOPIRAMAT	386844006
28101893097	Famvir	FAMCICLOVIR	387557001
28103871205	Lamotrigin "Teva"	LAMOTRIGIN	387562000
28100174756	Atarax	HYDROXYZINHYDROCHLORID	83945003
28101468291	Tolmin	MIANSERINHYDROCHLORID	395795008
28104078307	Sumatriptan "Bluefish"	SUMATRIPTANSUCCINAT	96215002
28101899297	Dacarbazine "Medac"	DACARBAZINCITRAT	425521002
28104284908	Celebrex	CELECOXIB	116081000
28104131407	Kogenate "Bayer" BIO-SET	Octocog Alfa	418888003
28103575703	Corodil Comp	ENALAPRILMALEAT	387165009
28104037006	Topiratore	TOPIRAMAT	386844006
28100620972	Abboticin	ERYTHROMYCINSTEARAT	39152007
28104030006	Arixtra	FONDAPARINUXNATRIUM	385517000
28101773695	Clinimix N17G35E	Arginin	52625008
28100952977	Brentan	MICONAZOL	372738006
28104507109	Arthrotec	DICLOFENACNATRIUM	62039007
28104636310	Tobradex	TOBRAMYCIN	373548001
28103310401	Carbaglu	Cargluminsyre	412295009
28103180400	Seretide	FLUTICASONPROPIONAT	396064000
28103008098	Maxalt	RIZATRIPTANBENZOAT	108412008
28100385861	Proctosedyl	HYDROCORTISON	396458002
28100924377	Laxoberal	NATRIUMPICOSULFAT	395881001
28101184084	Trinovum	Ethinylestradiol	126097006
28104324008	Xolair	Omalizumab	406443008
28101397390	Adalat Oros	NIFEDIPIN	387490003
28101540293	Adenocor	ADENOSIN	35431001
28101477991	Betoptic S	BETAXOLOLHYDROCHLORID	387195001
28103261201	Laxoberal	NATRIUMPICOSULFAT	395881001
28104615709	Gonapeptyl	TRIPTORELIN	395915003
28104527609	Plaquenil	HYDROXYCHLOROQUINSULFAT	13502005
28101181284	Hexamycin	GENTAMICINSULFAT	2249001
28104450208	Combodart	DUTASTERID	385572003
28103281301	Malonetta	Ethinylestradiol	126097006
28103480503	StructoKabiven Elektrolytfri	HISTIDIN	60260004
28103496203	Lamotrigin "Copyfarm"	LAMOTRIGIN	387562000
28100821378	Kloramfenikol Viskøse "DAK"	CHLORAMPHENICOL	372777009
28103813505	EpiPen Jr.	ADRENALIN	387362001
28103114699	Novynette	Ethinylestradiol	126097006
28104193707	Xifaxan	RIFAXIMIN	412553001
28101449991	Entocort	BUDESONID	395726003
28101288386	Uniloc	ATENOLOL	387506000
28104371308	SmofKabiven Perifer	Tyrosin	27378009
28101813296	Tasmar	Tolcapon	386851002
28101259386	Flunipam	FLUNITRAZEPAM	387573007
28101892597	Bioclavid	AMOXICILLINTRIHYDRAT	96068000
28103683904	Tramadol Retard "Hexal"	TRAMADOLHYDROCHLORID	108505002
28104190207	Mirtin	MIRTAZAPIN	386847004
28103422502	Ramipril "ratiopharm"	RAMIPRIL	386872004
28104053806	OxyNorm Dispersa	OXYCODONHYDROCHLORID	387024006
28104489109	Temomedac	TEMOZOLOMID	387009002
28103686704	Milligest	Ethinylestradiol	126097006
28104147807	Transtec	BUPRENORPHIN	387173000
28100041255	Diamox	ACETAZOLAMID	372709008
28103606603	Losatrix	LOSARTANKALIUM	108582002
28101042380	Aminoplasmal	ACETYLCYSTEIN	387440002
28103480503	StructoKabiven Elektrolytfri	Leucin	83797003
28104200807	Toctino	ALITRETINOIN	116086005
28103741904	Carvedilol "Teva"	CARVEDILOL	386870007
28103991606	Temodal	TEMOZOLOMID	387009002
28101879297	Pulmicort Turbuhaler	BUDESONID	395726003
28100232757	Dulcolax	BISACODYL	387075009
28103031698	Norditropin Simplexx	SOMATROPIN	395883003
28101792195	Iopidine	Apraclonidinhydrochlorid	17244004
28100916477	Ancotil	FLUCYTOSIN	387155003
28101525192	Fotil Forte	Pilocarpinhydrochlorid	387035001
28101784995	Glavamin	Asparaginsyre	44970006
28101197084	Gastro-Timelets	METOCLOPRAMIDHYDROCHLORID	31147000
28101823296	Tradolan	TRAMADOLHYDROCHLORID	108505002
28101784995	Glavamin	Tryptophan	54821000
28101847296	Migea Rapid	TOLFENAMSYRE	395910008
28104539909	Olimel Perifer N4E	KALIUMCHLORID	8631001
28103846805	Accusol 35 Kalium 4 mmol/l	NATRIUMCHLORID	387390002
28101476891	Rifabutin "Pfizer"	RIFABUTIN	386893001
28103202400	Nutriflex Special	NATRIUMACETAT	108951007
28101594294	Panodil Hot	PARACETAMOL	387517004
28103270301	Cernevit	PYRIDOXINHYDROCHLORID	126227009
28100926053	Abboticin	ERYTHROMYCINLACTOBIONAT	698006
28103542903	Magnesia "DAK"	MAGNESIUMHYDROXID	387337001
28101219085	Vepesid	ETOPOSID	387316009
28103008798	Vancocin	VANCOMYCIN	372735009
28104414208	Mycostatin	Nystatin	387048002
28100430763	Serenase	HALOPERIDOL	386837002
28103846705	Accusol 35 Kalium 2 mmol/l	NATRIUMCHLORID	387390002
28104270507	SmofKabiven elektrolytfri	METHIONIN	70288006
28103480503	StructoKabiven Elektrolytfri	Taurin	10944007
28103498403	Cefotaxim "ACS"	CEFOTAXIMNATRIUM	41722006
28104450308	Losartanka./HClthiazid "Krka"	HYDROCHLORTHIAZID	387525002
28103435502	Ritalin Uno	METHYLPHENIDATHYDROCHLORID	42163009
28103248501	Oliclinomel N6-900E	Valin	72840006
28101073681	Fucidin	FUSIDINSYRE	387530003
28101219585	Cardil	DILTIAZEMHYDROCHLORID	12218006
28103152500	Casodex	BICALUTAMID	386908000
28101867696	Madopar Quick 125	LEVODOPA	387086006
28100486665	Aeropax	DIMETICON	396031000
28104539909	Olimel Perifer N4E	Leucin	83797003
28100690976	Tenormin	ATENOLOL	387506000
28104536709	Paracetamol "Alternova"	PARACETAMOL	387517004
28100484865	Citanest Dental Octapressin	Prilocainhydrochlorid	387299004
28101882797	Evista	RALOXIFENHYDROCHLORID	395856004
28104865711	Humalog KwikPen	Insulin lispro	412210000
28104684610	Uft	Uracil	68794004
28101260386	Betaserc	BETAHISTINDIHYDROCHLORID	322052003
28101572593	Fotil Forte	TIMOLOLMALEAT	75359005
28100675675	Ringer-lactat "Fresenius Kabi"	KALIUMCHLORID	8631001
28104291208	Simvastatin "Bluefish"	SIMVASTATIN	387584000
28104021106	Topiramat "Hexal"	TOPIRAMAT	386844006
28101727794	Imozop	ZOPICLON	395929002
28103813605	EpiPen	ADRENALIN	387362001
28101542193	Contalgin	MORPHINSULFAT	60886004
28103114999	Truxal	CHLORPROTHIXENHYDROCHLORID	88585004
28103340902	Cipralex	ESCITALOPRAM	400447003
28101286986	Abboticin Novum	ERYTHROMYCINETHYLSUCCINAT	12578001
28103938706	Losartanka./HClthiazid "Teva"	HYDROCHLORTHIAZID	387525002
28104273108	Ceftazidim "Fresenius Kabi"	CEFTAZIDIM	387200005
28103180400	Seretide	SALMETEROLXINAFOAT	108606009
