Begrebs ID;Fuldt specificerende term;Foretrukken term ID;Foretrukken term;; 
293844004;Selective serotonin re-uptake inhibitor allergy (disorder);3845911000005110;allergi over for selektiv serotoningenoptagelseshæmmer;;
293849009;Citalopram allergy (disorder);3845921000005110;allergi over for citalopram;;
293850009;Fluoxetine allergy (disorder);3845931000005110;allergi over for fluoxetin;;
293851008;Fluvoxamine allergy (disorder);3845941000005110;allergi over for fluvoxamin;;
293848001;Nefazodone allergy (disorder);3845951000005110;allergi over for nefazodon;;
293847006;Paroxetine allergy (disorder);3845961000005110;allergi over for paroxetin;;
293845003;Sertraline allergy (disorder);3845971000005110;allergi over for sertralin;;
293843005;Venlafaxine allergy (disorder);3845981000005110;allergi over for venlafaxin;;
293852001;Tetracyclic antidepressant drug allergy (disorder);3845991000005110;allergi over for tetracyklisk antidepressivt stof;;
293853006;Maprotiline allergy (disorder);3846001000005110;allergi over for maprotilin;;
293854000;Mianserin allergy (disorder);3846011000005110;allergi over for mianserin;;
293855004;Trazodone allergy (disorder);3846021000005110;allergi over for trazodon;;
293821002;Tricyclic antidepressant drug allergy (disorder);3846031000005110;allergi over for tricyklisk antidepressivt stof;;
293829000;Amitriptyline allergy (disorder);3846041000005110;allergi over for amitriptylin;;
293828008;Amoxapine allergy (disorder);3846051000005110;allergi over for amoxapin;;
293822009;Butriptyline allergy (disorder);3846061000005110;allergi over for butriptylin;;
293830005;Clomipramine allergy (disorder);3846071000005110;allergi over for clomipramin;;
293831009;Desipramine allergy (disorder);3846081000005110;allergi over for desipramin;;
293832002;Dothiepin allergy (disorder);3846091000005110;allergi over for dosulepin;;
293823004;Doxepin allergy (disorder);3846101000005110;allergi over for doxepin;;
293833007;Imipramine allergy (disorder);3846111000005110;allergi over for imipramin;;
293824005;Iprindole allergy (disorder);3846121000005110;allergi over for iprindol;;
293825006;Lofepramine allergy (disorder);3846131000005110;allergi over for lofepramin;;
293826007;Nortriptyline allergy (disorder);3846141000005110;allergi over for nortriptylin;;
293834001;Protriptyline allergy (disorder);3846151000005110;allergi over for protriptylin;;
293827003;Trimipramine allergy (disorder);3846161000005110;allergi over for trimipramin;;
293856003;Viloxazine allergy (disorder);3846171000005110;allergi over for viloxazin;;
293857007;Antiepileptic allergy (disorder);3846181000005110;allergi over for antiepileptikum;;
293863003;Barbiturate antiepileptic allergy (disorder);3846191000005110;allergi over for barbituratantiepileptikum;;
293865005;Phenobarbitone allergy (disorder);3846201000005110;allergi over for phenobarbiton;;
293866006;Primidone allergy (disorder);3846211000005110;allergi over for primidon;;
293858002;Beclamide allergy (disorder);3846221000005110;allergi over for beclamid;;
293867002;Carbamazepine allergy (disorder);3846231000005110;allergi over for carbamazepin;;
293870003;Ethosuximide allergy (disorder);3846241000005110;allergi over for ethosuximid;;
293861001;Gabapentin allergy (disorder);3846251000005110;allergi over for gabapentin;;
293859005;Lamotrigine allergy (disorder);3846261000005110;allergi over for lamotrigin;;
293869004;Phenytoin allergy (disorder);3846271000005110;allergi over for phenytoin;;
293860000;Piracetam allergy (disorder);3846281000005110;allergi over for piracetam;;
293862008;Sodium valproate allergy (disorder);3846291000005110;allergi over for natriumvalproat;;
293868007;Vigabatrin allergy (disorder);3846301000005110;allergi over for vigabatrin;;
294077008;Benzhexol allergy (disorder);4106851000005110;allergi over for trihexyphenidyl;;
293953007;Central stimulant allergy (disorder);3846311000005110;allergi over for centralt stimulerende middel;;
418344001;Allergy to caffeine (disorder);3714401000005110;allergi over for koffein;;
293957008;Amphetamine group allergy (disorder);4225931000005110;allergi over for stof tilhørende amphetamingruppen;;
293958003;Dexamphetamine allergy (disorder);3846331000005110;allergi over for dexamphetamin;;
293955000;Methylphenidate allergy (disorder);3846341000005110;allergi over for methylphenidat;;
293954001;Pemoline allergy (disorder);3846351000005110;allergi over for pemolin;;
293956004;Prolintane allergy (disorder);3846361000005110;allergi over for prolintan;;
293801003;Centrally acting appetite suppressant allergy (disorder);3846371000005110;allergi over for centralt virkende appetitnedsættende middel;;
293804006;Dexfenfluramine allergy (disorder);3846381000005110;allergi over for dexfenfluramin;;
293805007;Diethylpropion allergy (disorder);3846391000005110;allergi over for diethylpropion;;
293806008;Fenfluramine allergy (disorder);3846401000005110;allergi over for fenfluramin;;
293802005;Mazindol allergy (disorder);3846411000005110;allergi over for mazindol;;
293803000;Phentermine allergy (disorder);3846421000005110;allergi over for phentermin;;
295065006;Co-dergocrine allergy (disorder);4288091000005110;allergi over for ergoloidmesylater;;
293723005;Cocaine allergy (disorder);4237621000005110;allergi over for cocain;;
293951009;Decarboxylase inhibitor allergy (disorder);3846441000005110;allergi over for decarboxylasehæmmer;;
294133003;Diphenhydramine allergy (disorder);4106911000005110;allergi over for diphenhydramin;;
293807004;Dopaminergic drug used in parkinsonism allergy (disorder);3846451000005110;allergi over for dopaminergt lægemiddel, der anvendes ved parkinsonisme;;
293811005;Amantadine allergy (disorder);3846461000005110;allergi over for amantadin;;
293812003;Apomorphine allergy (disorder);3846471000005110;allergi over for apomorphin;;
293808009;Levodopa allergy (disorder);3846481000005110;allergi over for levodopa;;
293809001;Co-beneldopa allergy (disorder);3846491000005110;allergi over for co-beneldopa;;
293810006;Co-careldopa allergy (disorder);3846501000005110;allergi over for co-careldopa;;
294015007;Edrophonium allergy (disorder);3846511000005110;allergi over for edrophonium;;
294135005;Hydroxyzine allergy (disorder);4106921000005110;allergi over for hydroxyzin;;
294017004;Neostigmine allergy (disorder);3846521000005110;allergi over for neostigmin;;
293913009;Neuroleptic allergy (disorder);3846801000005110;allergi over for neuroleptikum;;
293919008;Butyrophenone allergy (disorder);3846811000005110;allergi over for butyrophenon;;
293920002;Benperidol allergy (disorder);3846821000005110;allergi over for benperidol;;
293923000;Droperidol allergy (disorder);3846831000005110;allergi over for droperidol;;
293924006;Haloperidol allergy (disorder);3846841000005110;allergi over for haloperidol;;
293922005;Haloperidol decanoate allergy (disorder);3846851000005110;allergi over for haloperidoldecanoat;;
293921003;Trifluperidol allergy (disorder);3846861000005110;allergi over for trifluperidol;;
293916001;Clozapine allergy (disorder);3846871000005110;allergi over for clozapin;;
293925007;Diphenylbutylpiperidine allergy (disorder);3846881000005110;allergi over for diphenylbutylpiperidin;;
293927004;Fluspirilene allergy (disorder);3846891000005110;allergi over for fluspirilen;;
293926008;Pimozide allergy (disorder);3846901000005110;allergi over for pimozid;;
293915002;Loxapine allergy (disorder);3846911000005110;allergi over for loxapin;;
293949005;Oxypertine allergy (disorder);3846921000005110;allergi over for oxypertin;;
293928009;Phenothiazine allergy (disorder);3846931000005110;allergi over for phenothiazin;;
418737008;Phenothiazine derivative allergy (disorder);3714501000005110;allergi over for phenothiazinderivat;;
293935001;Chlorpromazine allergy (disorder);3846941000005110;allergi over for chlorpromazin;;
293934002;Fluphenazine allergy (disorder);3846951000005110;allergi over for fluphenazin;;
293931005;Fluphenazine decanoate allergy (disorder);3846961000005110;allergi over for fluphenazindecanoat;;
293932003;Fluphenazine enanthate allergy (disorder);3846971000005110;allergi over for fluophenazinenanthat;;
293929001;Methotrimeprazine allergy (disorder);3846981000005110;allergi over for levomepromazin;;
293930006;Pericyazine allergy (disorder);3846991000005110;allergi over for pericyazin;;
293939007;Perphenazine allergy (disorder);3847001000005110;allergi over for perphenazin;;
293936000;Pipothiazine allergy (disorder);3847011000005110;allergi over for pipothiazin;;
293940009;Prochlorperazine allergy (disorder);3847021000005110;allergi over for prochlorperazin;;
293937009;Promazine allergy (disorder);3847031000005110;allergi over for promazin;;
293938004;Thioridazine allergy (disorder);3847051000005110;allergi over for thioridazin;;
293941008;Trifluoperazine allergy (disorder);3847061000005110;allergi over for trifluoperazin;;
294140002;Trimeprazine allergy (disorder);4107241000005110;allergi over for alimemazin;;
293950005;Remoxipride allergy (disorder);3847071000005110;allergi over for remoxiprid;;
293917005;Risperidone allergy (disorder);3847081000005110;allergi over for risperidon;;
293942001;Thioxanthene allergy (disorder);3847101000005110;allergi over for thioxanthen;;
293943006;Chlorprothixene allergy (disorder);3847111000005110;allergi over for chlorprothixen;;
293948002;Flupenthixol allergy (disorder);3847121000005110;allergi over for flupenthixol;;
293944000;Flupenthixol decanoate allergy (disorder);3847131000005110;allergi over for flupentixoldecanoat;;
293946003;Zuclopenthixol allergy (disorder);3847141000005110;allergi over for zuclopenthixol;;
293945004;Zuclopenthixol decanoate allergy (disorder);3847151000005110;allergi over for zuclopenthixoldecanoat;;
293993005;Nicotine allergy (disorder);4454551000005110;allergi over for nicotin;;
293587005;Opioid analgesic allergy (disorder);3846541000005110;allergi over for opioidt analgetikum;;
441992007;Allergy to remifentanil (disorder);4619321000005110;allergi over for remifentanil;;
441955007;Allergy to sufentanil (disorder);4619181000005110;allergi over for sufentanil;;
293596005;Buprenorphine allergy (disorder);3846631000005110;allergi over for buprenorphin;;
293597001;Codeine allergy (disorder);3846641000005110;allergi over for codein;;
293598006;Diamorphine allergy (disorder);3846651000005110;allergi over for diamorphin;;
293599003;Dihydrocodeine allergy (disorder);3846661000005110;allergi over for dihydrocodein;;
293608007;Meptazinol allergy (disorder);3846551000005110;allergi over for meptazinol;;
293590004;Methadone analog allergy (disorder);3846561000005110;allergi over for methadonanalog;;
293591000;Dextromoramide allergy (disorder);3846571000005110;allergi over for dextromoramid;;
293592007;Dextropropoxyphene allergy (disorder);3846581000005110;allergi over for dextropropoxyphen;;
293593002;Dipipanone allergy (disorder);3846591000005110;allergi over for dipipanon;;
293594008;Methadone allergy (disorder);3846601000005110;allergi over for methadon;;
293595009;Morphinan opioid allergy (disorder);3846621000005110;allergi over for morfinopioid;;
293609004;Levorphanol allergy (disorder);3846671000005110;allergi over for levorphanol;;
293600000;Nalbuphine allergy (disorder);3846691000005110;allergi over for nalbuphin;;
293601001;Morphine allergy (disorder);3846681000005110;allergi over for morphin;;
293602008;Opium alkaloid allergy (disorder);3846611000005110;allergi over for opiumalkaloid;;
293588000;Pentazocine allergy (disorder);3846701000005110;allergi over for pentazocin;;
293603003;Pethidine analog allergy (disorder);3846711000005110;allergi over for pethidinanalog;;
293604009;Alfentanil allergy (disorder);3846721000005110;allergi over for alfentanil;;
293605005;Fentanyl allergy (disorder);3846731000005110;allergi over for fentanyl;;
293606006;Pethidine allergy (disorder);3846741000005110;allergi over for pethidin;;
293607002;Phenoperidine allergy (disorder);3846751000005110;allergi over for phenoperidin;;
293589008;Phenazocine allergy (disorder);3846761000005110;allergi over for phenazocin;;
294011003;Physostigmine allergy (disorder);3846771000005110;allergi over for physostigmin;;
294089005;Procyclidine allergy (disorder);4107221000005110;allergi over for procyclidin;;
294016008;Pyridostigmine allergy (disorder);3846781000005110;allergi over for pyridostigmin;;
293873001;Sedative allergy (disorder);3847161000005110;allergi over for sedativum;;
293879002;Barbiturate sedative allergy (disorder);3847171000005110;allergi over for barbituratsedativum;;
293880004;Amylobarbitone allergy (disorder);3847181000005110;allergi over for amobarbital;;
293883002;Amylobarbitone sodium allergy (disorder);3847191000005110;allergi over for amobarbitalnatrium;;
293881000;Butobarbitone allergy (disorder);3847201000005110;allergi over for butobarbital;;
293882007;Cyclobarbitone allergy (disorder);3847211000005110;allergi over for cyclobarbital;;
293864009;Methylphenobarbitone allergy (disorder);3847221000005110;allergi over for methylphenobarbital;;
293884008;Quinalbarbitone allergy (disorder);3847231000005110;allergi over for secobarbital;;
293885009;Benzodiazepine sedative allergy (disorder);3847241000005110;allergi over for benzodiazepinsedativum;;
293892004;Alprazolam allergy (disorder);3847251000005110;allergi over for alprazolam;;
293893009;Bromazepam allergy (disorder);3847261000005110;allergi over for bromazepam;;
293894003;Chlordiazepoxide allergy (disorder);3847271000005110;allergi over for chlordiazepoxid;;
293871004;Clonazepam allergy (disorder);3847291000005110;allergi over for clonazepam;;
293902006;Diazepam allergy (disorder);3847301000005110;allergi over for diazepam;;
293886005;Flunitrazepam allergy (disorder);3847311000005110;allergi over for flunitrazepam;;
293887001;Flurazepam allergy (disorder);3847321000005110;allergi over for flurazepam;;
293897005;Ketazolam allergy (disorder);3847331000005110;allergi over for ketazolam;;
293888006;Loprazolam allergy (disorder);3847341000005110;allergi over for loprazolam;;
293903001;Lorazepam allergy (disorder);3847351000005110;allergi over for lorazepam;;
293889003;Lormetazepam allergy (disorder);3847361000005110;allergi over for lormetazepam;;
293898000;Medazepam allergy (disorder);3847371000005110;allergi over for medazepam;;
293901004;Midazolam allergy (disorder);3847381000005110;allergi over for midazolam;;
293890007;Nitrazepam allergy (disorder);3847391000005110;allergi over for nitrazepam;;
293899008;Oxazepam allergy (disorder);3847401000005110;allergi over for oxazepam;;
293896001;Potassium clorazepate allergy (disorder);3847411000005110;allergi over for kaliumclorazepat;;
293900003;Prazepam allergy (disorder);3847421000005110;allergi over for prazepam;;
293904007;Temazepam allergy (disorder);3847431000005110;allergi over for temazepam;;
293891006;Triazolam allergy (disorder);3847441000005110;allergi over for triazolam;;
293911006;Buspirone allergy (disorder);3847451000005110;allergi over for buspiron;;
293905008;Carbamate sedative allergy (disorder);3847461000005110;allergi over for carbamatsedativum;;
293906009;Meprobamate allergy (disorder);3847471000005110;allergi over for meprobamat;;
293907000;Chloral sedative allergy (disorder);3847481000005110;allergi over for chloralsedativum;;
293908005;Chloral hydrate allergy (disorder);3847491000005110;allergi over for chloralhydrat;;
293909002;Dichloralphenazone allergy (disorder);3847501000005110;allergi over for dichloralphenazon;;
293910007;Triclofos sodium allergy (disorder);3847511000005110;allergi over for triclofosnatrium;;
293912004;Chlormethiazole allergy (disorder);3847521000005110;allergi over for chlormethiazol;;
293876009;Chlormezanone allergy (disorder);3847531000005110;allergi over for chlormezanon;;
293895002;Clobazam allergy (disorder);3847281000005110;allergi over for clobazam;;
293877000;Methyprylone allergy (disorder);3847541000005110;allergi over for methyprylon;;
293878005;Paraldehyde allergy (disorder);3847551000005110;allergi over for paraldehyd;;
293875008;Zolpidem allergy (disorder);3847561000005110;allergi over for zolpidem;;
293874007;Zopiclone allergy (disorder);3847571000005110;allergi over for zopiclon;;
293918000;Tetrabenazine allergy (disorder);3847091000005110;allergi over for tetrabenazin;;
293716009;Trichloroethylene allergy (disorder);3847581000005110;allergi over for trichlorethylen;;
293643008;Drug groups primarily affecting the gastrointestinal system allergy (disorder);3847591000005110;allergi over for lægemiddelgrupper med primær effekt på det gastrointestinale system;;
293664007;Antacid allergy (disorder);3847601000005110;allergi over for antacid;;
293666009;Aluminum hydroxide allergy (disorder);3847611000005110;allergi over for aluminiumhydroxid;;
294281002;Bentonite powder allergy (disorder);4175791000005110;allergi over for bentonitpulver;;
293665008;Magnesium trisilicate allergy (disorder);3847621000005110;allergi over for magnesiumtrisilikat;;
293667000;Antidiarrheal drug allergy (disorder);3847631000005110;allergi over for obstipantium;;
293669002;Kaolin allergy (disorder);3847641000005110;allergi over for kaolin;;
293668005;Loperamide allergy (disorder);3847651000005110;allergi over for loperamid;;
293672009;Antiemetic allergy (disorder);3847661000005110;allergi over for antiemetikum;;
293676007;5-HT3-receptor antagonist allergy (disorder);4565711000005110;allergi over for 5-HT3-receptor-antagonist;;
293674005;Domperidone allergy (disorder);3847681000005110;allergi over for domperidon;;
293675006;Metoclopramide allergy (disorder);3847691000005110;allergi over for metoclopramid;;
293673004;Nabilone allergy (disorder);3847701000005110;allergi over for nabilon;;
293914003;Sulpiride allergy (disorder);3847711000005110;allergi over for sulpirid;;
293933008;Thiethylperazine allergy (disorder);3847041000005110;allergi over for thiethylperazin;;
293688009;Antispasmodic allergy (disorder);4162761000005110;allergi over for spasmolytikum;;
293691009;Alverine allergy (disorder);3847731000005110;allergi over for alverin;;
294067006;Belladonna alkaloids allergy (disorder);4202771000005110;allergi over for belladonna-alkaloider;;
294078003;Benztropine allergy (disorder);4107251000005110;allergi over for benztropin;;
293693007;Dicyclomine allergy (disorder);3847741000005110;allergi over for dicycloverin;;
294080009;Glycopyrronium allergy (disorder);4107261000005110;allergi over for glycopyrronium;;
294081008;Homatropine allergy (disorder);4107281000005110;allergi over for homatropin;;
294074001;Hyoscine allergy (disorder);4107271000005110;allergi over for scopolamin;;
294075000;Hyoscine hydrobromide allergy (disorder);4107291000005110;allergi over for hyoscinhydrobromid;;
293689001;Hyoscine butylbromide allergy (disorder);3847751000005110;allergi over for hyoscinbutylbromid;;
293692002;Mebeverine allergy (disorder);3847761000005110;allergi over for mebeverin;;
293694001;Mepenzolate allergy (disorder);3847771000005110;allergi over for mepenzolat;;
293690005;Peppermint oil allergy (disorder);3847781000005110;allergi over for pebermynte;;
293695000;Pipenzolate allergy (disorder);3847791000005110;allergi over for pipenzolat;;
294068001;Piperidolate hydrochloride allergy (disorder);4108621000005110;allergi over for piperidolathydrochlorid;;
293696004;Poldine allergy (disorder);3847801000005110;allergi over for poldin;;
293697008;Propantheline allergy (disorder);3847811000005110;allergi over for propanthelin;;
293698003;Bile agent allergy (disorder);3847821000005110;allergi over for galdemiddel;;
293700007;Dehydrocholic acid allergy (disorder);3847841000005110;allergi over for dehydrocholsyre;;
294265007;Charcoal-activated allergy (disorder);4108631000005110;allergi over for aktivt kul;;
293677003;Laxative allergy (disorder);4165881000005110;allergi over for laksantia;;
293684006;Anthraquinone laxative allergy (disorder);4165771000005110;allergi over for anthraquinonbaseret laksantia;;
293685007;Cascara allergy (disorder);3847891000005110;allergi over for cascara;;
293679000;Danthron allergy (disorder);3847901000005110;allergi over for danthron;;
293686008;Senna allergy (disorder);3847911000005110;allergi over for sennes;;
293678008;Bisacodyl allergy (disorder);3847921000005110;allergi over for bisacodyl;;
293683000;Bulk-forming laxative allergy (disorder);4165741000005110;allergi over for volumenforøgende laksantia;;
293687004;Docusate allergy (disorder);3847941000005110;allergi over for docusat;;
293681003;Lactulose allergy (disorder);3847951000005110;allergi over for lactulose;;
293682005;Magnesium sulfate allergy (disorder);3847961000005110;allergi over for magnesiumsulfat;;
293680002;Sodium picosulfate allergy (disorder);3847971000005110;allergi over for natriumpicosulfat;;
293670001;Motility stimulant allergy (disorder);3847981000005110;allergi over for motilitetsstimulerende middel;;
293671002;Cisapride allergy (disorder);3847991000005110;allergi over for cisaprid;;
293659008;Pancreatin allergy (disorder);3848001000005110;allergi over for pancreatin;;
293644002;Ulcer healing drug allergy (disorder);3848011000005110;allergi over for ulcushelende lægemiddel;;
293645001;Bismuth chelate allergy (disorder);3848021000005110;allergi over for bismuthchelat;;
293657005;Carbenoxolone allergy (disorder);3848031000005110;allergi over for carbenoxolon;;
293649007;H2 receptor antagonist allergy (disorder);3848041000005110;allergi over for H2-receptor-antagonist;;
293650007;Cimetidine allergy (disorder);3848051000005110;allergi over for cimetidin;;
293651006;Famotidine allergy (disorder);3848061000005110;allergi over for famotidin;;
293652004;Nizatidine allergy (disorder);3848071000005110;allergi over for nizatidin;;
293653009;Ranitidine allergy (disorder);3848081000005110;allergi over for ranitidin;;
293647009;Liquorice allergy (disorder);3848091000005110;allergi over for lakrids;;
293658000;Pirenzepine allergy (disorder);3848101000005110;allergi over for pirenzepin;;
293654003;Proton pump inhibitor allergy (disorder);3848111000005110;allergi over for protonpumpehæmmer;;
293656001;Lansoprazole allergy (disorder);3848121000005110;allergi over for lansoprazol;;
293655002;Omeprazole allergy (disorder);3848131000005110;allergi over for omeprazol;;
293646000;Sucralfate allergy (disorder);3848141000005110;allergi over for sucralfat;;
294212000;Drug groups primarily affecting the musculoskeletal system allergy (disorder);4218341000005110;allergi over for lægemidler med primær effekt på det muskuloskeletale system;;
294234003;Baclofen allergy (disorder);3954591000005110;allergi over for baclofen;;
294235002;Carisoprodol allergy (disorder);4108641000005110;allergi over for carisoprodol;;
294213005;Drug for the treatment of gout allergy (disorder);4218351000005110;allergi over for lægemiddel til behandling af arthritis urica;;
294214004;Colchicum alkaloid allergy (disorder);4108651000005110;allergi over for colchicum-alkaloid;;
294215003;Colchicine allergy (disorder);4108661000005110;allergi over for colchicin;;
294216002;Uricosuric agent allergy (disorder);4256711000005110;allergi over for urikosrisk middel;;
294217006;Probenecid allergy (disorder);3954601000005110;allergi over for probenecid;;
294218001;Sulfinpyrazone allergy (disorder);4108671000005110;allergi over for sulfinpyrazon;;
294219009;Xanthine oxidase inhibitor allergy (disorder);4202781000005110;allergi over for xanthinoxidasehæmmer;;
294220003;Allopurinol allergy (disorder);3954611000005110;allergi over for allopurinol;;
294238000;Gold allergy (disorder);3954621000005110;allergi over for guld;;
294240005;Auranofin allergy (disorder);4108681000005110;allergi over for auranofin;;
294239008;Sodium aurothiomalate allergy (disorder);4108691000005110;allergi over for natriumaurothiomalat;;
294393009;Hydroxychloroquine allergy (disorder);3954631000005110;allergi over for hydroxychloroquin;;
294603009;Hydroxyquinoline antiprotozoal allergy (disorder);4235401000005110;allergi over for protozomiddel indeholdende hydroxyquinolin;;
294604003;Clioquinol allergy (disorder);4108701000005110;allergi over for clioquinol;;
293771005;Methotrexate allergy (disorder);3848151000005110;allergi over for methotrexat;;
293610009;Non-steroidal anti-inflammatory drug allergy (disorder);3848561000005110;allergi over for NSAID;;
293611008;Acemetacin allergy (disorder);3848571000005110;allergi over for acemetacin;;
293584003;Acetaminophen allergy (disorder);3848741000005110;allergi over for acetaminophen;;
297938000;Acetaminophen and dextropropoxyphene allergy (disorder);3713851000005110;allergi over for co-proxamol;;
293612001;Azapropazone allergy (disorder);3848581000005110;allergi over for azapropazon;;
293613006;Diclofenac allergy (disorder);3848591000005110;allergi over for diclofenac;;
293614000;Etodolac allergy (disorder);3848601000005110;allergi over for etodolac;;
293615004;Felbinac allergy (disorder);3848611000005110;allergi over for felbinac;;
293616003;Fenbufen allergy (disorder);3848621000005110;allergi over for fenbufen;;
293617007;Fenoprofen allergy (disorder);3848631000005110;allergi over for fenoprofen;;
293618002;Flurbiprofen allergy (disorder);3848641000005110;allergi over for flurbiprofen;;
293619005;Ibuprofen allergy (disorder);3848651000005110;allergi over for ibuprofen;;
293620004;Indomethacin allergy (disorder);3848661000005110;allergi over for indomethacin;;
293621000;Ketoprofen allergy (disorder);3848671000005110;allergi over for ketoprofen;;
293622007;Ketorolac allergy (disorder);3848681000005110;allergi over for ketorolac;;
293623002;Mefenamic acid allergy (disorder);3848691000005110;allergi over for mefenaminsyre;;
293624008;Nabumetone allergy (disorder);3848701000005110;allergi over for nabumeton;;
293625009;Naproxen allergy (disorder);3848711000005110;allergi over for naproxen;;
293626005;Nefopam allergy (disorder);3848721000005110;allergi over for nefopam;;
293627001;Oxyphenbutazone allergy (disorder);3848731000005110;allergi over for oxyphenbutazon;;
293628006;Phenylbutazone allergy (disorder);3848751000005110;allergi over for phenylbutazon;;
293629003;Piroxicam allergy (disorder);3848761000005110;allergi over for piroxicam;;
293585002;Salicylate allergy (disorder);3848771000005110;allergi over for salicylat;;
293660003;5-aminosalicylic acid allergy (disorder);3848781000005110;allergi over for mesalazin;;
293662006;Olsalazine allergy (disorder);3848801000005110;allergi over for olsalazin;;
293663001;Sulfasalazine allergy (disorder);3848811000005110;allergi over for sulfasalazin;;
293630008;Sulindac allergy (disorder);3848821000005110;allergi over for sulindac;;
293631007;Tenoxicam allergy (disorder);3848831000005110;allergi over for tenoxicam;;
293632000;Tiaprofenic acid allergy (disorder);3848841000005110;allergi over for tiaprofensyre;;
293633005;Tolmetin allergy (disorder);3848851000005110;allergi over for tolmetin;;
294084000;Orphenadrine allergy (disorder);4108711000005110;allergi over for orphenadrin;;
294086003;Orphenadrine citrate allergy (disorder);4202791000005110;allergi over for orphenadrincitrat;;
294085004;Orphenadrine hydrochloride allergy (disorder);4108721000005110;allergi over for orphenadrinhydrochlorid;;
294221004;Skeletal muscle relaxant allergy (disorder);4288031000005110;allergi over for skeletmuskelrelakserende middel;;
294237005;Dantrolene allergy (disorder);4108731000005110;allergi over for dantrolen;;
294236001;Methocarbamol allergy (disorder);4108751000005110;allergi over for methocarbamol;;
294222006;Neuromuscular transmission drug allergy (disorder);4175811000005110;allergi over for lægemiddel med virkning på neuromuskulær transmission;;
294223001;Depolarizing muscle relaxant allergy (disorder);4288041000005110;allergi over for skeletmuskelrelakserende middel;;
294224007;Suxamethonium allergy (disorder);4102551000005110;allergi over for suxamethonium;;
294225008;Non-depolarizing muscle relaxant allergy (disorder);4288051000005110;allergi over for ikke-depolariserende muskelrelakserende middel;;
294227000;Alcuronium allergy (disorder);4108741000005110;allergi over for alcuronium;;
448438007;Allergy to cisatracurium (disorder);2901409016;Allergy to cisatracurium;;
449324007;Allergy to doxacurium (disorder);2902324012;Allergy to doxacurium;;
449414003;Allergy to rapacuronium (disorder);2902069011;Allergy to rapacuronium;;
294228005;Atracurium allergy (disorder);4108761000005110;allergi over for atracurium;;
294229002;Gallamine allergy (disorder);4108771000005110;allergi over for gallamin;;
294226009;Mivacurium allergy (disorder);4108781000005110;allergi over for mivacurium;;
294230007;Pancuronium allergy (disorder);4108791000005110;allergi over for pancuronium;;
294233009;Rocuronium allergy (disorder);4108801000005110;allergi over for rocuronium;;
294231006;Tubocurarine allergy (disorder);4108811000005110;allergi over for tubocurarin;;
294232004;Vecuronium allergy (disorder);4108821000005110;allergi over for vecuronium;;
294241009;Smooth muscle relaxant allergy (disorder);4288061000005110;allergi over for glatmuskelrelakserende middel;;
294243007;Flavoxate allergy (disorder);4108831000005110;allergi over for flavoxat;;
294088002;Oxybutynin allergy (disorder);4108841000005110;allergi over for oxybutynin;;
294242002;Papaverine allergy (disorder);3954641000005110;allergi over for papaverin;;
294071009;Terodiline hydrochloride allergy (disorder);4288131000005110;allergi over for terodilin hydrochlorid;;
294090001;Drug groups primarily affecting the respiratory system allergy (disorder);4175821000005110;allergi over for lægemiddelgrupper med primær effekt på respirationssystemet;;
294161009;Bronchodilator preparations allergy (disorder);4288161000005110;allergi over for bronchodilatorpræparater;;
294082001;Ipratropium allergy (disorder);4108851000005110;allergi over for ipratropium;;
292545003;Oxitropium adverse reaction (disorder);4420731000005110;bivirkning af oxitropium;;
294033001;Selective beta-2 adrenoceptor stimulants allergy (disorder);4654481000005110;allergi over for selektive beta2-adrenoreceptor-stimulatorer;;
294038005;Bambuterol allergy (disorder);3848171000005110;allergi over for bambuterol;;
294039002;Fenoterol allergy (disorder);3848181000005110;allergi over for fenoterol;;
294040000;Orciprenaline allergy (disorder);3848191000005110;allergi over for orciprenalin;;
294035008;Pirbuterol allergy (disorder);3848201000005110;allergi over for pirbuterol;;
294041001;Reproterol allergy (disorder);3848211000005110;allergi over for reproterol;;
294042008;Rimiterol allergy (disorder);3848221000005110;allergi over for remiterol;;
294043003;Ritodrine allergy (disorder);3848231000005110;allergi over for ritodrin;;
294037000;Salbutamol allergy (disorder);3848241000005110;allergi over for salbutamol;;
294036009;Salmeterol allergy (disorder);3848251000005110;allergi over for salmeterol;;
294044009;Terbutaline allergy (disorder);3848261000005110;allergi over for terbutalin;;
294045005;Tulobuterol allergy (disorder);3848271000005110;allergi over for tulobuterol;;
294146008;Cough/decongestant preparation allergy (disorder);4175831000005110;allergi over for præparat mod hoste/tilstoppet næse;;
294147004;Cough suppressant allergy (disorder);4198711000005110;allergi over for hostehæmmende middel;;
294154005;Compound cough suppressant allergy (disorder);4202801000005110;allergi over for hostehæmmende kombinationspræparat;;
294148009;Isoaminile allergy (disorder);4108861000005110;allergi over for isoaminil;;
294149001;Morphinan cough suppressant allergy (disorder);4202811000005110;allergi over for hostehæmmende middel indeholdende morphinan;;
294151002;Dextromethorphan hydrobromide allergy (disorder);4202851000005110;allergi over for dextromethorphanhydrobromid;;
294152009;Noscapine allergy (disorder);4108871000005110;allergi over for noscapin;;
294153004;Pholcodine allergy (disorder);4108881000005110;allergi over for pholcodin;;
294156007;Expectorant allergy (disorder);4202861000005110;allergi over for ekspektorans;;
294155006;Proprietary decongestant allergy (disorder);4288151000005110;allergi over for navnebeskyttet præparat mod kongestion;;
